Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
mI,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,7.3,1.01,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
mI,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,1.38,0.1,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
mI,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,1.28,0.03,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
mI,2018_soeiro-de-souza_241,1,10.1016/j.jad.2018.08.039,0.0,0.0,8.183,1.09,8.183,1.09,Control,GM,Lithium-associated anterior cingulate neurometabolic profile in euthymic Bipolar I disorder: A (1)H-MRS study.,0.6273,0.04,0.1762,0.04,79.0,85.0,44.0,28.4,8.1
mI,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,0.894,0.129,1.576,0.271,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
mI,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,5.12,0.55,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
mI,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,4.86,0.58,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
mI,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,4.8,0.5,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
mI,2019_bossong_76,1,10.1001/jamapsychiatry.2018.3252,0.0,0.0,6.19,1.51,6.19,1.51,Control,GM,Association of Hippocampal Glutamate Levels With Adverse Outcomes in Individuals at Clinical High Risk for Psychosis.,0.64,0.07,0.33,0.08,30.0,16.0,14.0,24.7,3.8
mI,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,13.0,1.6,13.0,1.6,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
mI,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,8.4,1.6,8.4,1.6,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
mI,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,14.4,2.2,14.4,2.2,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
mI,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,10.0,1.9,10.0,1.9,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
mI,2019_davitz_50,9,10.1002/jmri.26718,0.0,0.0,5.6,1.2,5.6,1.2,Control,WM,Quantitative multivoxel proton MR spectroscopy for the identification of white matter abnormalities in mild traumatic brain injury: Comparison between regional and global analysis.,0.0,0.0,0.0,0.0,12.0,4.0,8.0,34.0,0
mI,2019_davitz_50,10,10.1002/jmri.26718,0.0,0.0,5.1,1.1,5.1,1.1,Control,WM,Quantitative multivoxel proton MR spectroscopy for the identification of white matter abnormalities in mild traumatic brain injury: Comparison between regional and global analysis.,0.0,0.0,0.0,0.0,12.0,4.0,8.0,34.0,0
mI,2019_monnig_54,1,10.1093/alcalc/agz062,0.794,0.116,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
mI,2019_pflugrad_14,12,10.1371/journal.pone.0221626,0.0,0.0,3.08,0.63,0.0,0.0,Control,WM,Cerebral metabolite alterations in patients with posttransplant encephalopathy after liver transplantation,0.0,0.0,0.0,0.0,20.0,14.0,6.0,47.8,10.8
mI,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,5.03,0.5,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
mI,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,3.181,0.425,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
mI,2019_sheth_248,3,10.1016/j.jad.2019.01.037,0.74,0.11,1.59,4.2e-05,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
mI,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,5.51,0.79,5.51,0.79,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
mI,2020_blest-hopley_25,2,10.1111/adb.12827,0.0,0.0,6.761,0.99,0.0,0.0,Control,GM,Adolescent-onset heavy cannabis use associated with significantly reduced glial but not neuronal markers and glutamate levels in the hippocampus.,0.6365,0.058,0.3099,0.098,21.0,12.0,9.0,24.24,4.11
mI,2020_kumar_25,1,10.1038/s41380-018-0104-7,0.0,0.0,3.68,0.46,3.68,0.46,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.743,0.067,0.111,0.064,45.0,16.0,29.0,27.89,7.54
mI,2020_kumar_25,2,10.1038/s41380-018-0104-7,0.0,0.0,3.33,0.39,3.33,0.39,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.637,0.046,0.285,0.051,45.0,16.0,29.0,27.89,7.54
mI,2020_kumar_25,3,10.1038/s41380-018-0104-7,0.0,0.0,3.87,0.53,3.87,0.53,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.6759999999999999,0.051,0.226,0.085,45.0,16.0,29.0,27.89,7.54
mI,2020_lind_40,1,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,5.67,0.41,5.67,0.41,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.64669,0.0,0.23431000000000002,0.0,20.0,10.0,10.0,22.6,2.37
mI,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,5.16,0.56,5.16,0.56,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
mI,2020_lind_40,10,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,4.39,0.7,4.39,0.7,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.6731999999999999,0.0,0.3268,0.0,20.0,10.0,10.0,22.6,2.37
mI,2020_poletti_11,2,10.3389/fpsyt.2020.590095,0.0,0.0,4.29,0.86,0.0,0.0,Control,GM,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,0.7745000000000001,0.0795,0.8101999999999999,0.10279999999999999,49.0,21.0,28.0,33.7,11.14
mI,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,1.31,0.08,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
mI,2020_tran_30,1,10.1111/jon.12728,0.75,0.1,0.0,0.0,0.0,0.0,Control,GM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
mI,2020_tran_30,2,10.1111/jon.12728,0.81,0.1,0.0,0.0,0.0,0.0,Control,WM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
mI,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,6.34,0.1,6.34,0.1,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
mI,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,6.21,0.12,6.21,0.12,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
mI,2021_gajdosik_34,1,10.1002/nbm.4538,0.0,0.0,5.0,2.0,5.0,2.0,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,2.0,1.0,32.5,10.2
mI,2021_gajdosik_34,2,10.1002/nbm.4538,0.0,0.0,5.8,0.5,5.8,0.5,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,1.0,2.0,32.5,10.2
mI,2021_gramegna_8,6,10.1002/acn3.51329,0.73,0.07,0.0,0.0,0.0,0.0,Control,WM,Brain MRS correlates with mitochondrial dysfunction biomarkers in MELAS-associated mtDNA mutations,0.0,0.0,0.0,0.0,39.0,0.0,0.0,42.2,0
NAA,2017_bustillo_43,1,10.1093/schbul/sbw122,0.0,0.0,5.3,0.8,5.3,0.8,Control,WM,Glutamatergic and Neuronal Dysfunction in Gray and White Matter: A Spectroscopic Imaging Study in a Large Schizophrenia Sample.,0.37,0.17,0.63,0.0,97.0,69.0,28.0,37.1,12.3
NAA,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,10.82,0.6185,10.82,0.6185,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
NAA,2017_suri_152,1,10.1016/j.neuroimage.2017.03.031,1.44,0.078,0.0,0.0,0.0,0.0,Control,GM,Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.,0.6,0.03,0.23,0.03,30.0,13.0,17.0,23.87,4.95
NAA,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,1.315,0.102,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAA,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,1.423,0.177,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAA,2018_caravaggio_28,1,10.1016/j.euroneuro.2017.12.002,0.0,0.0,8.89,1.26,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2921,0.0391,0.6297999999999999,0.0621,17.0,9.0,8.0,28.35,9.53
NAA,2018_caravaggio_28,2,10.1016/j.euroneuro.2017.12.002,0.0,0.0,8.22,1.47,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2465,0.028399999999999998,0.6658,0.06709999999999999,17.0,9.0,8.0,28.35,9.53
NAA,2018_chiu_193,4,10.1016/j.schres.2017.07.021,0.0,0.0,9.51,1.76,9.51,1.76,Control,GM,In vivo gamma-aminobutyric acid and glutamate levels in people with first-episode schizophrenia: A proton magnetic resonance spectroscopy study.,0.6076,0.0858,0.2432,0.0821,14.0,5.0,9.0,27.71,5.88
NAA,2018_huber_225,3,10.1016/j.jad.2017.07.052,0.0,0.0,9.32,0.45,0.0,0.0,Control,GM,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,0.7020000000000001,0.031,0.0,0.0,10.0,5.0,5.0,19.0,1.56
NAA,2018_huber_225,4,10.1016/j.jad.2017.07.052,0.0,0.0,10.01,0.62,0.0,0.0,Control,GM,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,0.642,0.047,0.0,0.0,10.0,5.0,5.0,19.0,1.56
NAA,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,8.72,0.78,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
NAA,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,2.6,0.17,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
NAA,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,2.83,0.06,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
NAA,2018_soeiro-de-souza_241,1,10.1016/j.jad.2018.08.039,0.0,0.0,15.183,1.462,15.183,1.462,Control,GM,Lithium-associated anterior cingulate neurometabolic profile in euthymic Bipolar I disorder: A (1)H-MRS study.,0.6273,0.04,0.1762,0.04,79.0,85.0,44.0,28.4,8.1
NAA,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,1.72,0.125,3.019,0.284,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
NAA,2019_bossong_76,1,10.1001/jamapsychiatry.2018.3252,0.0,0.0,9.34,1.43,9.34,1.43,Control,GM,Association of Hippocampal Glutamate Levels With Adverse Outcomes in Individuals at Clinical High Risk for Psychosis.,0.64,0.07,0.33,0.08,30.0,16.0,14.0,24.7,3.8
NAA,2019_davitz_50,9,10.1002/jmri.26718,0.0,0.0,8.4,1.5,8.4,1.5,Control,WM,Quantitative multivoxel proton MR spectroscopy for the identification of white matter abnormalities in mild traumatic brain injury: Comparison between regional and global analysis.,0.0,0.0,0.0,0.0,12.0,4.0,8.0,34.0,0
NAA,2019_davitz_50,10,10.1002/jmri.26718,0.0,0.0,7.7,1.3,7.7,1.3,Control,WM,Quantitative multivoxel proton MR spectroscopy for the identification of white matter abnormalities in mild traumatic brain injury: Comparison between regional and global analysis.,0.0,0.0,0.0,0.0,12.0,4.0,8.0,34.0,0
NAA,2019_khomenko_49,1,10.1007/s11055-019-00858-1,1.96,0.21,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,2,10.1007/s11055-019-00858-1,2.05,0.19,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,3,10.1007/s11055-019-00858-1,1.98,0.18,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,4,10.1007/s11055-019-00858-1,2.02,0.18,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,5,10.1007/s11055-019-00858-1,2.16,0.2,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,6,10.1007/s11055-019-00858-1,2.1,0.18,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,7,10.1007/s11055-019-00858-1,1.58,0.11,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,8,10.1007/s11055-019-00858-1,1.56,0.14,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_khomenko_49,9,10.1007/s11055-019-00858-1,1.62,0.11,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
NAA,2019_pflugrad_14,12,10.1371/journal.pone.0221626,0.0,0.0,5.6,0.0,0.0,0.0,Control,WM,Cerebral metabolite alterations in patients with posttransplant encephalopathy after liver transplantation,0.0,0.0,0.0,0.0,20.0,14.0,6.0,47.8,10.8
NAA,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,6.82,0.53,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
NAA,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,6.415,0.493,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
NAA,2019_sheth_248,3,10.1016/j.jad.2019.01.037,1.36,0.16,0.0,0.0,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
NAA,2019_wang_76,6,10.1001/jamapsychiatry.2018.3637,0.0,0.0,7.8,1.2,0.0,0.0,Control,GM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.725,0.12,0.17,0.09,91.0,49.0,42.0,23.3,3.9
NAA,2019_wang_76,7,10.1001/jamapsychiatry.2018.3637,0.0,0.0,7.7,0.8,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.1,0.12,0.88,0.14,91.0,49.0,42.0,23.3,3.9
NAA,2019_wang_76,9,10.1001/jamapsychiatry.2018.3637,0.0,0.0,7.5,1.0,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.27,0.15,0.75,0.11,91.0,49.0,42.0,23.3,3.9
NAA,2019_wang_76,10,10.1001/jamapsychiatry.2018.3637,0.0,0.0,7.5,1.0,0.0,0.0,Control,WM,Assessing Brain Metabolism With 7-T Proton Magnetic Resonance Spectroscopy in Patients With First-Episode Psychosis.,0.3,0.18,0.66,0.2,91.0,49.0,42.0,23.3,3.9
NAA,2020_kumar_25,1,10.1038/s41380-018-0104-7,0.0,0.0,5.15,0.62,5.15,0.62,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.743,0.067,0.111,0.064,45.0,16.0,29.0,27.89,7.54
NAA,2020_kumar_25,2,10.1038/s41380-018-0104-7,0.0,0.0,6.13,0.46,6.13,0.46,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.637,0.046,0.285,0.051,45.0,16.0,29.0,27.89,7.54
NAA,2020_kumar_25,3,10.1038/s41380-018-0104-7,0.0,0.0,5.16,0.51,5.16,0.51,Control,GM,Glutathione and glutamate in schizophrenia: a 7T MRS study.,0.6759999999999999,0.051,0.226,0.085,45.0,16.0,29.0,27.89,7.54
NAA,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,10.16,0.69,10.16,0.69,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
NAA,2020_poletti_11,2,10.3389/fpsyt.2020.590095,0.0,0.0,7.14,0.54,0.0,0.0,Control,GM,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,0.7745000000000001,0.0795,0.8101999999999999,0.10279999999999999,49.0,21.0,28.0,33.7,11.14
NAA,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,2.72,0.13,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
NAA,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,11.8,0.3,11.8,0.3,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
